wals code,name,value,description,latitude,longitude,genus,family,area
dim,Dime,1,OV,6.166666667,36.25,South Omotic,Afro-Asiatic,Word Order
din,Dinka,3,No dominant order,8.5,28,Western Nilotic,Eastern Sudanic,Word Order
dio,Diola-Fogny,2,VO,13,-16.25,Jola,Niger-Congo,Word Order
diy,Diyari,1,OV,-28,139,Central Pama-Nyungan,Pama-Nyungan,Word Order
dja,Djabugay,1,OV,-16.75,145.5833333,Northern Pama-Nyungan,Pama-Nyungan,Word Order
djm,Djambarrpuyngu,3,No dominant order,-12.16666667,135.5,Western Pama-Nyungan,Pama-Nyungan,Word Order
djp,Djapu,1,OV,-12.66666667,136,Western Pama-Nyungan,Pama-Nyungan,Word Order
djr,Djaru,3,No dominant order,-18.75,128,Western Pama-Nyungan,Pama-Nyungan,Word Order
djn,Djinang,3,No dominant order,-12.33333333,134.8333333,Western Pama-Nyungan,Pama-Nyungan,Word Order
dji,Djingili,1,OV,-17.75,134,Djingili,Mirndi,Word Order
dlm,Dla (Menggwa),1,OV,-3.55,141.0333333,Senagi,Senagi,Word Order
der,Dla (Proper),1,OV,-3.583333333,141,Senagi,Senagi,Word Order
dmk,Domaaki,1,OV,36.16666667,74,Indic,Indo-European,Word Order
dom,Domari,2,VO,32,35,Indic,Indo-European,Word Order
don,Dong (Southern),2,VO,27,109,Kam-Tai,Tai-Kadai,Word Order
dgo,Dongo,3,No dominant order,3,30,Ubangi,Niger-Congo,Word Order
dds,Donno So,1,OV,14.33333333,-3.583333333,Dogon,Dogon,Word Order
doy,Doyayo,2,VO,8.666666667,13.08333333,Samba-Duru,Niger-Congo,Word Order
dre,Drehu,2,VO,-21,167.25,Oceanic,Austronesian,Word Order
dua,Duala,2,VO,4,9.416666667,Bantu,Niger-Congo,Word Order
duk,Duka,2,VO,11.16666667,5.083333333,Central Kainji,Niger-Congo,Word Order
dul,Dulong,1,OV,28,98.33333333,Nungish,Sino-Tibetan,Word Order
dma,Duma,2,VO,-0.95,13,Bantu,Niger-Congo,Word Order
dmi,Dumi,1,OV,27.25,86.66666667,Himalayish,Sino-Tibetan,Word Order
dum,Dumo,1,OV,-2.683333333,141.3,Western Skou,Skou,Word Order
dun,Duna,1,OV,-5.5,142.5,Duna,Duna-Bogaya,Word Order
dut,Dutch,3,No dominant order,52.5,6,Germanic,Indo-European,Word Order
dyi,Dyirbal,1,OV,-17.83333333,145.5833333,Northern Pama-Nyungan,Pama-Nyungan,Word Order
daw,Dâw,1,OV,-0.25,-67.08333333,Nadahup,Nadahup,Word Order
ebi,Ebira,2,VO,8.166666667,7,Nupoid,Niger-Congo,Word Order
edo,Edolo,1,OV,-6.166666667,142.6666667,Bosavi,Trans-New Guinea,Word Order
erk,Efate (South),2,VO,-17.75,168.4166667,Oceanic,Austronesian,Word Order
ega,Ega,2,VO,5.5,-5.5,Ega,Niger-Congo,Word Order
eip,Eipo,1,OV,-4.333333333,140.0833333,Mek,Trans-New Guinea,Word Order
eka,Ekari,1,OV,-3.833333333,135.5,Paniai Lakes,Trans-New Guinea,Word Order
eko,Ekoti,2,VO,-16.5,39.5,Bantu,Niger-Congo,Word Order
ora,Emai,2,VO,7.083333333,5.916666667,Edoid,Niger-Congo,Word Order
emb,Emberá (Northern),1,OV,6.833333333,-77.16666667,Choco,Choco,Word Order
emm,Emmi,3,No dominant order,-13.5,130,Wagaydy,Western Daly,Word Order
ene,Enets,1,OV,67.5,86.5,Samoyedic,Uralic,Word Order
egn,Engenni,2,VO,5.166666667,6.383333333,Edoid,Niger-Congo,Word Order
eno,Enggano,2,VO,-5.416666667,102.25,Enggano,Austronesian,Word Order
eng,English,2,VO,52,0,Germanic,Indo-European,Word Order
epe,Epena Pedee,1,OV,3,-77,Choco,Choco,Word Order
err,Erromangan,2,VO,-18.83333333,169.1666667,Oceanic,Austronesian,Word Order
ese,Ese Ejja,1,OV,-11,-66,Tacanan,Pano-Tacanan,Word Order
esm,Esmeraldeño,2,VO,0.3333333333,-79.83333333,Tacame,Tacame,Word Order
est,Estonian,2,VO,59,26,Finnic,Uralic,Word Order
eud,Eudeve,1,OV,29.16666667,-109.6666667,Opata-Eudeve,Uto-Aztecan,Word Order
evn,Even,1,OV,68,130,Tungusic,Altaic,Word Order
eve,Evenki,1,OV,56,125,Tungusic,Altaic,Word Order
ewe,Ewe,2,VO,6.333333333,0.4166666667,Gbe,Niger-Congo,Word Order
ewo,Ewondo,2,VO,4,12,Bantu,Niger-Congo,Word Order
fas,Fasu,1,OV,-6.583333333,143.3333333,Fasu,Trans-New Guinea,Word Order
fij,Fijian,2,VO,-17.83333333,178,Oceanic,Austronesian,Word Order
fin,Finnish,2,VO,62,25,Finnic,Uralic,Word Order
foe,Foe,1,OV,-6.5,143.5,Foe,Trans-New Guinea,Word Order
pdp,Folopa,1,OV,-7,144.5,Teberan,Teberan-Pawaian,Word Order
fon,Fongbe,2,VO,6.416666667,2.166666667,Gbe,Niger-Congo,Word Order
for,Fore,1,OV,-6.75,145.5,Fore-Gimi,Trans-New Guinea,Word Order
fre,French,2,VO,48,2,Romance,Indo-European,Word Order
fri,Frisian,3,No dominant order,53,5,Germanic,Indo-European,Word Order
fua,Fulfulde (Adamawa),2,VO,9.166666667,13.5,Peul-Serer,Niger-Congo,Word Order
ful,Fulniô,1,OV,-8,-37.5,Fulniô,Fulniô,Word Order
fur,Fur,1,OV,13.5,25,Fur,Fur,Word Order
fut,Futuna-Aniwa,2,VO,-19.53333333,170.2166667,Oceanic,Austronesian,Word Order
fye,Fyem,2,VO,9.583333333,9.333333333,Benue-Congo Plateau,Niger-Congo,Word Order
gnd,Ga'anda,2,VO,10.33333333,12.58333333,Biu-Mandara,Afro-Asiatic,Word Order
gds,Gadsup,1,OV,-6.25,146,Gauwa,Trans-New Guinea,Word Order
gae,Gaelic (Scots),2,VO,57,-4,Celtic,Indo-European,Word Order
gah,Gahuku,1,OV,-6,145.4166667,Gahuku,Trans-New Guinea,Word Order
gal,Galo,1,OV,28.16666667,94.66666667,Tani,Sino-Tibetan,Word Order
gam,Gamo,1,OV,6.666666667,37.25,Ta-Ne-Omotic,Afro-Asiatic,Word Order
gap,Gapapaiwa,1,OV,-9.75,149.8333333,Oceanic,Austronesian,Word Order
gar,Garo,1,OV,25.66666667,90.5,Brahmaputran,Sino-Tibetan,Word Order
grr,Garrwa,2,VO,-17.08333333,137.1666667,Garrwan,Garrwan,Word Order
grf,Garífuna,2,VO,15.66666667,-88,Antillean Arawakan,Arawakan,Word Order
gav,Gavião,1,OV,-10.66666667,-62,Monde,Tupian,Word Order
gbs,Gbaya (Southwest),2,VO,4.7,14.96,Gbaya-Manza-Ngbaka,Niger-Congo,Word Order
gbb,Gbeya Bossangoa,2,VO,6.666666667,17.5,Gbaya-Manza-Ngbaka,Niger-Congo,Word Order
gel,Gela,2,VO,-9.083333333,160.25,Oceanic,Austronesian,Word Order
gla,Gelao,2,VO,22.91666667,105.5,Kadai,Tai-Kadai,Word Order
geo,Georgian,1,OV,42,44,Kartvelian,Kartvelian,Word Order
ger,German,3,No dominant order,52,10,Germanic,Indo-European,Word Order
gid,Gidabal,3,No dominant order,-28.41666667,152.4166667,Southeastern Pama-Nyungan,Pama-Nyungan,Word Order
gim,Gimira,1,OV,7,35.75,Ta-Ne-Omotic,Afro-Asiatic,Word Order
git,Gitksan,3,No dominant order,55.33333333,-127.75,Tsimshianic,Tsimshianic,Word Order
giz,Giziga,2,VO,10.33333333,14.16666667,Biu-Mandara,Afro-Asiatic,Word Order
goa,Goajiro,2,VO,12,-72,Guajiro-Paraujano,Arawakan,Word Order
god,Godoberi,1,OV,42.66666667,46.08333333,Avar-Andic-Tsezic,Nakh-Daghestanian,Word Order
goe,Goemai,2,VO,8.666666667,9.75,West Chadic,Afro-Asiatic,Word Order
gog,Gogodala,1,OV,-8.083333333,142.8333333,Gogodala,Trans-New Guinea,Word Order
gok,Gokana,2,VO,4.583333333,7.333333333,Ogonoid,Niger-Congo,Word Order
gln,Golin,1,OV,-6.333333333,144.75,Chimbu-Wahgi,Trans-New Guinea,Word Order
gon,Gondi,1,OV,19,81,Dravidian,Dravidian,Word Order
goo,Gooniyandi,1,OV,-18.33333333,126.3333333,Bunuban,Bunuban,Word Order
gan,Great Andamanese,1,OV,12,92.66666667,Great Andamanese,Great Andamanese,Word Order
grb,Grebo,2,VO,5,-8,Kru,Niger-Congo,Word Order
grk,Greek (Modern),2,VO,39,22,Greek,Indo-European,Word Order
grw,Greenlandic (West),1,OV,64,-51,Eskimo,Eskimo-Aleut,Word Order
ghb,Guahibo,1,OV,5,-69,Guahiban,Guahiban,Word Order
gjj,Guajajara,2,VO,-5,-46,Maweti-Guarani,Tupian,Word Order
gua,Guaraní,2,VO,-26,-56,Maweti-Guarani,Tupian,Word Order
grj,Guarijío,3,No dominant order,27.75,-108.6666667,Tarahumaran,Uto-Aztecan,Word Order
gto,Guató,2,VO,-17,-58,Guató,Guató,Word Order
gud,Gude,2,VO,10.41666667,13.41666667,Biu-Mandara,Afro-Asiatic,Word Order
gug,Gugada,1,OV,-30,134,Western Pama-Nyungan,Pama-Nyungan,Word Order
guh,Guhu-Samane,1,OV,-8,147.3333333,Guhu-Samane,Trans-New Guinea,Word Order
guj,Gujarati,1,OV,23,72,Indic,Indo-European,Word Order
gul,Gula (in Central African Republic),2,VO,9.5,22.5,Bongo-Bagirmi,Central Sudanic,Word Order
gir,Gula Iro,2,VO,10.25,19.41666667,Bua,Niger-Congo,Word Order
gmw,Gumawana,1,OV,-9.25,150.8333333,Oceanic,Austronesian,Word Order
gum,Gumbaynggir,3,No dominant order,-30.16666667,152.5,Southeastern Pama-Nyungan,Pama-Nyungan,Word Order
gmz,Gumuz,2,VO,12.5,35.83333333,Gumuz,Gumuz,Word Order
gnb,Gunbalang,2,VO,-12,134,Marne,Gunwinyguan,Word Order
guw,Gungbe,2,VO,6.5,2.5,Gbe,Niger-Congo,Word Order
gnn,Gunin,3,No dominant order,-14.25,126.6666667,Worrorran,Worrorran,Word Order
ggu,Gureng Gureng,3,No dominant order,-25.25,151,Southeastern Pama-Nyungan,Pama-Nyungan,Word Order
grg,Gurr-goni,3,No dominant order,-12.25,134.4166667,Burarran,Mangrida,Word Order
gur,Gurung,1,OV,28.33333333,84.33333333,Bodic,Sino-Tibetan,Word Order
guu,Guugu Yimidhirr,1,OV,-15,144.8333333,Northern Pama-Nyungan,Pama-Nyungan,Word Order
gwa,Gwari,3,No dominant order,9.5,7,Nupoid,Niger-Congo,Word Order
gwo,Gworok,2,VO,9.916666667,8.166666667,Benue-Congo Plateau,Niger-Congo,Word Order
gyc,Gyarong (Cogtse),1,OV,31.5,102,Na-Qiangic,Sino-Tibetan,Word Order
ga,Gã,2,VO,5.666666667,-0.1666666667,Ga-Dangme,Niger-Congo,Word Order
hai,Haida,1,OV,53,-132,Haida,Haida,Word Order
hak,Hakka,2,VO,25,116,Chinese,Sino-Tibetan,Word Order
hal,Halia,2,VO,-5.25,154.6666667,Oceanic,Austronesian,Word Order
hlu,Halkomelem (Upriver),2,VO,49.25,-121.9166667,Central Salish,Salishan,Word Order
ham,Hamtai,1,OV,-7.5,146.25,Nuclear Angan,Trans-New Guinea,Word Order
hhu,Hanga Hundi,1,OV,-3.833333333,142.9166667,Ndu,Sepik,Word Order
han,Hani,1,OV,23,103,Burmese-Lolo,Sino-Tibetan,Word Order
har,Haruai,1,OV,-5.083333333,144.1666667,Piawi,Piawi,Word Order
hat,Hatam,2,VO,-1,134,Hatim-Mansim,Hatim-Mansim,Word Order
hau,Hausa,2,VO,12,7,West Chadic,Afro-Asiatic,Word Order
haw,Hawaiian,2,VO,19.58333333,-155.5,Oceanic,Austronesian,Word Order
hya,Haya,2,VO,-2,31.5,Bantu,Niger-Congo,Word Order
hay,Hayu,1,OV,27.25,86,Himalayish,Sino-Tibetan,Word Order
hdi,Hdi,2,VO,11.86666667,13.71666667,Biu-Mandara,Afro-Asiatic,Word Order
heb,Hebrew (Modern),2,VO,31.5,34.83333333,Semitic,Afro-Asiatic,Word Order
heh,Hehe,2,VO,-8,36,Bantu,Niger-Congo,Word Order
hei,Heiltsuk,2,VO,52,-127.5,Northern Wakashan,Wakashan,Word Order
hem,Hemba,2,VO,-6.25,27.16666667,Bantu,Niger-Congo,Word Order
hid,Hidatsa,1,OV,47,-102.5,Missouri River Siouan,Siouan,Word Order
hil,Hiligaynon,2,VO,10.25,123,Greater Central Philippine,Austronesian,Word Order
hin,Hindi,1,OV,25,77,Indic,Indo-European,Word Order
hix,Hixkaryana,1,OV,-1,-59,Cariban,Cariban,Word Order
lic,Hlai (Baoding),2,VO,19,109.5,Hlai,Tai-Kadai,Word Order
hma,Hmar,1,OV,24.16666667,93,Kuki-Chin,Sino-Tibetan,Word Order
hmo,Hmong Njua,2,VO,28,105,Hmongic,Hmong-Mien,Word Order
ho,Ho,1,OV,22,86,Munda,Austro-Asiatic,Word Order
hoa,Hoava,2,VO,-8.083333333,157.5,Oceanic,Austronesian,Word Order
hol,Holoholo,2,VO,-5.166666667,29.91666667,Bantu,Niger-Congo,Word Order
hop,Hopi,1,OV,36,-110,Northern Uto-Aztecan,Uto-Aztecan,Word Order
hua,Hua,1,OV,-6.333333333,145.3333333,Siane-Yagaria,Trans-New Guinea,Word Order
hlp,Hualapai,1,OV,35.5,-113.75,Yuman,Hokan,Word Order
htc,Huastec,2,VO,22.08333333,-99.33333333,Mayan,Mayan,Word Order
hve,Huave (San Mateo del Mar),2,VO,16.21666667,-95,Huavean,Huavean,Word Order
hui,Huichol,1,OV,22,-104,Corachol,Uto-Aztecan,Word Order
hmi,Huitoto (Minica),1,OV,-0.3333333333,-74,Witoto,Witotoan,Word Order
hum,Huitoto (Murui),1,OV,-1,-73.5,Witoto,Witotoan,Word Order
hnd,Hunde,2,VO,-1.166666667,28.83333333,Bantu,Niger-Congo,Word Order
hun,Hungarian,2,VO,47,20,Ugric,Uralic,Word Order
hzb,Hunzib,1,OV,42.16666667,46.25,Avar-Andic-Tsezic,Nakh-Daghestanian,Word Order
hpd,Hup,1,OV,0.1666666667,-69.25,Nadahup,Nadahup,Word Order
hup,Hupa,3,No dominant order,41.08333333,-123.6666667,Athapaskan,Na-Dene,Word Order
isa,I'saka,1,OV,-2.833333333,141.2833333,Krisa,Skou,Word Order
iaa,Iaai,2,VO,-20.41666667,166.5833333,Oceanic,Austronesian,Word Order
iat,Iatmul,1,OV,-4.25,143.25,Ndu,Sepik,Word Order
iau,Iau,1,OV,-3.166666667,137.5,Central Tariku,Lakes Plain,Word Order
iba,Iban,2,VO,2,112,Malayo-Sumbawan,Austronesian,Word Order
ice,Icelandic,2,VO,65,-17,Germanic,Indo-European,Word Order
ido,Idoma,3,No dominant order,6.916666667,7.5,Idomoid,Niger-Congo,Word Order
idu,Idu,1,OV,29.33333333,95.83333333,Digaroan,Sino-Tibetan,Word Order
idn,Iduna,1,OV,-9.333333333,150.25,Oceanic,Austronesian,Word Order
mxe,Ifira-Mele,2,VO,-17.75,168.25,Oceanic,Austronesian,Word Order
ifu,Ifugao (Batad),2,VO,16.83333333,121.0833333,Northern Luzon,Austronesian,Word Order
ifm,Ifumu,2,VO,-3.666666667,15.33333333,Bantu,Niger-Congo,Word Order
igb,Igbo,2,VO,6,7.333333333,Igboid,Niger-Congo,Word Order
ige,Igede,2,VO,7,8.166666667,Idomoid,Niger-Congo,Word Order
ign,Ignaciano,2,VO,-15.16666667,-65.41666667,Bolivia-Parana,Arawakan,Word Order
iha,Iha,1,OV,-2.916666667,132.25,West Bomberai,Greater West Bomberai,Word Order
ijo,Ijo (Kolokuma),1,OV,4.916666667,5.666666667,Ijoid,Ijoid,Word Order
ik,Ik,2,VO,3.75,34.16666667,Kuliak,Eastern Sudanic,Word Order
ika,Ika,1,OV,10.66666667,-73.75,Arhuacic,Chibchan,Word Order
ila,Ila,2,VO,-15.58333333,26.5,Bantu,Niger-Congo,Word Order
ilo,Ilocano,2,VO,16,121,Northern Luzon,Austronesian,Word Order
imo,Imonda,1,OV,-3.333333333,141.1666667,Border,Border,Word Order
ina,Inanwatan,3,No dominant order,-2.083333333,132.0833333,Inanwatan,South Bird's Head,Word Order
ind,Indonesian,2,VO,0,106,Malayo-Sumbawan,Austronesian,Word Order
igs,Ingessana,2,VO,11.5,34,Eastern Jebel,Eastern Sudanic,Word Order
inn,Innamincka,1,OV,-27.75,140.75,Central Pama-Nyungan,Pama-Nyungan,Word Order
iqu,Iquito,2,VO,-3.25,-74,Zaparoan,Zaparoan,Word Order
irx,Iranxe,1,OV,-13,-58,Iranxe,Iranxe,Word Order
irq,Iraqw,1,OV,-4,35.5,Southern Cushitic,Afro-Asiatic,Word Order
irr,Irarutu,2,VO,-3,133.5,South Halmahera - West New Guinea,Austronesian,Word Order
iri,Irish,2,VO,53,-8,Celtic,Indo-European,Word Order
isi,Isirawa,1,OV,-1.833333333,138.5,Isirawa,Tor-Kwerba,Word Order
ita,Italian,2,VO,43,12,Romance,Indo-European,Word Order
ite,Itelmen,1,OV,57,157.5,Southern Chukotko-Kamchatkan,Chukotko-Kamchatkan,Word Order
ito,Itonama,2,VO,-12.83333333,-64.33333333,Itonama,Itonama,Word Order
iwa,Iwaidja,2,VO,-11.5,132.6666667,Iwaidjan,Iwaidjan,Word Order
iwm,Iwam,1,OV,-4.333333333,142,Iwamic,Sepik,Word Order
kwy,Iwoyo,2,VO,-5.5,12.25,Bantu,Niger-Congo,Word Order
ixi,Ixil,2,VO,15.5,-91,Mayan,Mayan,Word Order
jar,Izere,2,VO,9.5,8.6666667,Benue-Congo Plateau,Niger-Congo,Word Order
izi,Izi,2,VO,6.333333333,8,Igboid,Niger-Congo,Word Order
jbt,Jabutí,1,OV,-12.25,-62.25,Jabutí,Macro-Ge,Word Order
jab,Jabêm,2,VO,-6.583333333,147.7833333,Oceanic,Austronesian,Word Order
jad,Jad,1,OV,30.83333333,79,Bodic,Sino-Tibetan,Word Order
jak,Jakaltek,2,VO,15.66666667,-91.66666667,Mayan,Mayan,Word Order
jam,Jaminjung,3,No dominant order,-15.08333333,130.5,Jaminjungan,Mirndi,Word Order
jms,Jamsay,1,OV,14.41666667,-2.5,Dogon,Dogon,Word Order
jpn,Japanese,1,OV,37,140,Japanese,Japanese,Word Order
jrw,Jarawa (in Andamans),1,OV,12,92.58333333,South Andamanese,South Andamanese,Word Order
jwr,Jarawara,1,OV,-7.5,-65.5,Arauan,Arauan,Word Order
jeb,Jebero,3,No dominant order,-5.416666667,-76.5,Cahuapanan,Cahuapanan,Word Order
jng,Jingpho,1,OV,25.41666667,97,Brahmaputran,Sino-Tibetan,Word Order
jin,Jino,1,OV,22,101,Burmese-Lolo,Sino-Tibetan,Word Order
jiv,Jivaro,1,OV,-2.5,-78,Jivaroan,Jivaroan,Word Order
joh,Johari,1,OV,30.66666667,80,Bodic,Sino-Tibetan,Word Order
jug,Jugli,1,OV,27.5,96.33333333,Brahmaputran,Sino-Tibetan,Word Order
juk,Jukun,2,VO,6.916666667,10.41666667,Jukunoid,Niger-Congo,Word Order
jmo,Jur Mödö,2,VO,6,30,Bongo-Bagirmi,Central Sudanic,Word Order
juh,Ju|'hoan,2,VO,-19,21,Ju-Kung,Kxa,Word Order
kab,Kabardian,1,OV,43.5,43.5,Northwest Caucasian,Northwest Caucasian,Word Order
kbt,Kabatei,1,OV,36.75,49.41666667,Iranian,Indo-European,Word Order
kby,Kabiyé,2,VO,9.666666667,1.166666667,Grusi,Niger-Congo,Word Order
kbl,Kabyle,2,VO,36.5,5,Berber,Afro-Asiatic,Word Order
kac,Kachari,1,OV,26.5,91,Brahmaputran,Sino-Tibetan,Word Order
kdz,Kadazan,2,VO,5.916666667,117.1666667,North Borneo,Austronesian,Word Order
kdw,Kadiwéu,2,VO,-20,-57,Kadiwéu,Guaicuruan,Word Order
kad,Kadugli,2,VO,11,29.66666667,Kadugli,Kadu,Word Order
kgr,Kagulu,2,VO,-6.333333333,37,Bantu,Niger-Congo,Word Order
kng,Kaingang,1,OV,-26,-52,Je Meridional,Macro-Ge,Word Order
krr,Kairiru,1,OV,-3.333333333,143.5833333,Oceanic,Austronesian,Word Order
kae,Kaki Ae,1,OV,-8,145.8333333,Tate,Tate,Word Order
klq,Kalam,1,OV,-5.25,144.5833333,Kalam-Kobon,Trans-New Guinea,Word Order
kls,Kalispel,2,VO,48,-117,Interior Salish,Salishan,Word Order
kgu,Kalkatungu,1,OV,-21,139.5,Northern Pama-Nyungan,Pama-Nyungan,Word Order
kmk,Kalmyk,1,OV,44,83,Mongolic,Altaic,Word Order
kll,Kaluli,1,OV,-6.5,142.75,Bosavi,Trans-New Guinea,Word Order
kma,Kamaiurá,1,OV,-12.08333333,-52.58333333,Maweti-Guarani,Tupian,Word Order
kmz,Kamasau,1,OV,-3.916666667,143.6666667,Marienberg,Torricelli,Word Order
kms,Kamass,1,OV,52,92,Samoyedic,Uralic,Word Order
kba,Kamba,2,VO,-1.5,38,Bantu,Niger-Congo,Word Order
kam,Kambera,2,VO,-9.833333333,120.1666667,Central Malayo-Polynesian,Austronesian,Word Order
kbo,Kambot,1,OV,-4.25,144.1333333,Ap Ma,Keram,Word Order
kmr,Kamoro,1,OV,-4.333333333,136,Asmat-Kamrau Bay,Asmat-Kamrau Bay,Word Order
kmw,Kamu,3,No dominant order,-13.58333333,130.8333333,Eastern Daly,Eastern Daly,Word Order
kan,Kana,2,VO,4.75,7.416666667,Ogonoid,Niger-Congo,Word Order
knk,Kanakuru,2,VO,10,12,West Chadic,Afro-Asiatic,Word Order
xns,Kanashi,1,OV,32.08333333,77.25,Bodic,Sino-Tibetan,Word Order
kbu,Kanembu,1,OV,14,15,Western Saharan,Saharan,Word Order
knd,Kannada,1,OV,14,76,Dravidian,Dravidian,Word Order
kno,Kanoê,1,OV,-13.25,-61,Kapixana,Kapixana,Word Order
knb,Kanum (Bädi),1,OV,-8.833333333,140.75,Kanum,Yam,Word Order
knr,Kanuri,1,OV,12,13,Western Saharan,Saharan,Word Order
kpm,Kapampangan,2,VO,15.33333333,120.5,Central Luzon,Austronesian,Word Order
kar,Kara (in Central African Republic),2,VO,10,23,Bongo-Bagirmi,Central Sudanic,Word Order
krc,Karachay-Balkar,1,OV,43.5,42,Turkic,Altaic,Word Order
jva,Karajá,1,OV,-10,-50.33333333,Karajá,Macro-Ge,Word Order
kkp,Karakalpak,1,OV,43,60,Turkic,Altaic,Word Order
kkw,Karankawa,3,No dominant order,28,-97,Karankawa,Karankawa,Word Order
kbw,Karen (Bwe),2,VO,19.5,97,Karen,Sino-Tibetan,Word Order
kpw,Karen (Pwo),2,VO,13,99.16666667,Karen,Sino-Tibetan,Word Order
ksg,Karen (Sgaw),2,VO,18,97,Karen,Sino-Tibetan,Word Order
kmj,Karimojong,2,VO,3,34.16666667,Eastern Nilotic,Eastern Sudanic,Word Order
kyr,Karkar-Yuri,1,OV,-3.75,141.0833333,Eastern Pauwasi,Pauwasi,Word Order
krk,Karok,3,No dominant order,41.66666667,-123,Karok,Hokan,Word Order
kaa,Karó (Arára),1,OV,-10.33333333,-62,Ramarama,Tupian,Word Order
ksm,Kasem,2,VO,11.25,-1.25,Grusi,Niger-Congo,Word Order
kas,Kashmiri,2,VO,34,76,Indic,Indo-European,Word Order
ksn,Kasong,2,VO,12.75,102.1166667,Pearic,Austro-Asiatic,Word Order
ktc,Katcha,2,VO,10.83333333,29.66666667,Kadugli,Kadu,Word Order
kti,"Kati (in West Papua, Indonesia)",1,OV,-5.75,140.9166667,Ok,Trans-New Guinea,Word Order
ktl,Katla,2,VO,11.83333333,29.33333333,Katla-Tima,Kordofanian,Word Order
kau,Kaulong,2,VO,-6.166666667,149.6666667,Oceanic,Austronesian,Word Order
kws,Kawaiisu,3,No dominant order,36,-117.5,Northern Uto-Aztecan,Uto-Aztecan,Word Order
kyz,Kayabí,1,OV,-11,-55.5,Maweti-Guarani,Tupian,Word Order
kyl,Kayah Li (Eastern),2,VO,19,97.5,Karen,Sino-Tibetan,Word Order
kyp,Kayapó,1,OV,-9,-52,Je Setentrional,Macro-Ge,Word Order
kay,Kayardild,3,No dominant order,-17.05,139.5,Tangkic,Tangkic,Word Order
kel,Kele,2,VO,-2.083333333,147.0833333,Oceanic,Austronesian,Word Order
kem,Kemant,1,OV,12.66666667,37.41666667,Central Cushitic,Afro-Asiatic,Word Order
ken,Kenga,2,VO,12,18,Bongo-Bagirmi,Central Sudanic,Word Order
ker,Kera,2,VO,9.833333333,15.08333333,East Chadic,Afro-Asiatic,Word Order
ksa,Keresan (Santa Ana),1,OV,35.41666667,-106.6666667,Keresan,Keresan,Word Order
ket,Ket,1,OV,64,87,Yeniseian,Yeniseian,Word Order
kte,Kete,2,VO,-7,22.83333333,Bantu,Niger-Congo,Word Order
kew,Kewa,1,OV,-6.5,143.8333333,Enga_Kewa-Huli,Trans-New Guinea,Word Order
khl,Khalaj,1,OV,35,50,Turkic,Altaic,Word Order
khg,Khaling,1,OV,27.5,86.66666667,Himalayish,Sino-Tibetan,Word Order
kha,Khalkha,1,OV,47,105,Mongolic,Altaic,Word Order
kmh,Kham,1,OV,28.5,82.75,Himalayish,Sino-Tibetan,Word Order
khd,Kham (Dege),1,OV,31.83333333,98.58333333,Bodic,Sino-Tibetan,Word Order
knz,Kham (Tibetan) (Nangchen),1,OV,32.5,96.5,Bodic,Sino-Tibetan,Word Order
kty,Khanty,1,OV,65,65,Ugric,Uralic,Word Order
khr,Kharia,1,OV,22.5,84.33333333,Munda,Austro-Asiatic,Word Order
khs,Khasi,2,VO,25.5,92,Khasian,Austro-Asiatic,Word Order
khm,Khmer,2,VO,12.5,105,Khmer,Austro-Asiatic,Word Order
kmu,Khmu',2,VO,21,102,Khmuic,Austro-Asiatic,Word Order
khw,Khowar,1,OV,36,72,Indic,Indo-European,Word Order
khn,Khün,2,VO,21,100,Kam-Tai,Tai-Kadai,Word Order
kik,Kikuyu,2,VO,-0.75,36.75,Bantu,Niger-Congo,Word Order
klv,Kilivila,2,VO,-8.5,151.0833333,Oceanic,Austronesian,Word Order
klw,Kiliwa,1,OV,31.33333333,-115.6666667,Yuman,Hokan,Word Order
kil,Kiluba,2,VO,-8,26,Bantu,Niger-Congo,Word Order
kim,Kimaghama,1,OV,-8,138.5,Kolopom,Kolopom,Word Order
kga,Kinga,2,VO,-9,34,Bantu,Niger-Congo,Word Order
knn,Kinnauri,1,OV,31.5,78,Bodic,Sino-Tibetan,Word Order
kin,Kinyarwanda,2,VO,-2,30,Bantu,Niger-Congo,Word Order
kio,Kiowa,1,OV,37,-99,Kiowa-Tanoan,Kiowa-Tanoan,Word Order
kri,Kipea,2,VO,-10,-37,Kariri,Kariri,Word Order
kie,Kire,1,OV,-4.25,144.75,Ruboni,Ramu-Lower Sepik,Word Order
krb,Kiribati,2,VO,1.333333333,173,Oceanic,Austronesian,Word Order
kir,Kirma,2,VO,10.25,-4.833333333,Kirma-Tyurama,Niger-Congo,Word Order
kis,Kisi,3,No dominant order,8.833333333,-10.16666667,Southern Mel,Niger-Congo,Word Order
kiw,Kiwai (Southern),1,OV,-8,143.5,Kiwaian,Trans-New Guinea,Word Order
klm,Klamath,3,No dominant order,42.5,-121.5,Klamath-Modoc,Penutian,Word Order
kla,Klao,2,VO,4.75,-8.75,Kru,Niger-Congo,Word Order
shp,Klikitat,2,VO,46.5,-120,Sahaptian,Penutian,Word Order
koa,Koasati,1,OV,34.83333333,-85.16666667,Muskogean,Muskogean,Word Order
kob,Kobon,1,OV,-5.166666667,144.3333333,Kalam-Kobon,Trans-New Guinea,Word Order
koe,Koegu,2,VO,7,36.08333333,South Surmic,Eastern Sudanic,Word Order
kmo,Koiali (Mountain),1,OV,-9,147.5,Koiarian,Trans-New Guinea,Word Order
